comparison_metric,seed,member_count,cluster_mean,members_json
R3-R2:progress,20262407,12,-3.2600138301826696e-08,"[-1.6870537766777716e-07,-3.907971066752225e-07,0.0,7.57224229985809e-08,0.0,0.0,0.0,0.0,2.1311230224974054e-08,9.24100440613529e-09,4.396534181161371e-08,1.8060825279775372e-08]"
R3-R2:progress,20262408,12,-1.1668380012208601e-08,"[-4.257522651096579e-07,2.3305181640065342e-07,0.0,-1.8028373405254428e-07,0.0,0.0,0.0,0.0,1.2671413651688113e-07,8.002290941000467e-09,6.771446581232965e-08,3.053272934483431e-08]"
R3-R2:progress,20262409,10,5.774506914857369e-08,"[5.263471233307726e-07,0.0,-1.1561426183082091e-07,0.0,0.0,0.0,3.073460619340551e-08,1.2065554222395747e-08,6.454107071007797e-08,5.937659885990598e-08]"
R3-R2:progress,20262410,10,1.3905638132083454e-07,"[2.3573436158663696e-07,8.17402072805784e-07,2.3323484488191326e-07,0.0,0.0,0.0,0.0,2.562574663578232e-08,4.7699728833450195e-08,3.086705846477855e-08]"
R3-R2:total_wakes,20262401,12,-0.6666666666666666,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0]"
R3-R2:total_wakes,20262402,12,-0.6666666666666666,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0]"
R3-R2:total_wakes,20262403,12,-0.6666666666666666,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0]"
R3-R2:total_wakes,20262404,12,-0.6666666666666666,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0]"
R3-R2:total_wakes,20262405,12,-0.6666666666666666,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0]"
R3-R2:total_wakes,20262406,12,-0.6666666666666666,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0]"
R3-R2:total_wakes,20262407,12,-0.6666666666666666,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0]"
R3-R2:total_wakes,20262408,12,-0.6666666666666666,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0]"
R3-R2:total_wakes,20262409,10,-0.8,"[0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0]"
R3-R2:total_wakes,20262410,10,-0.6,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0]"
P4-P6:mission_success,20262401,12,-0.3333333333333333,"[-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
P4-P6:mission_success,20262402,12,-0.4166666666666667,"[-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
P4-P6:mission_success,20262403,12,-0.3333333333333333,"[-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
P4-P6:mission_success,20262404,12,-0.4166666666666667,"[-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
P4-P6:mission_success,20262405,12,-0.25,"[-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
P4-P6:progress,20262401,12,-0.2781657210807722,"[-0.9578368731041612,-0.9999944421257292,-3.6421380928963742e-06,-1.7694866166761969e-06,-0.6819070844297368,-0.6982241421412007,-3.248577652992246e-06,-3.979407383614131e-06,-3.993492103337992e-06,-3.1677452159151187e-06,-3.951346764230479e-06,-2.358974608762665e-06]"
P4-P6:progress,20262402,12,-0.3575893109267139,"[-0.9549763322998199,-0.9999953406533282,-2.685253092549189e-06,-0.9604257368745127,-0.6520209719682649,-0.7236300615548347,-2.3017423967930384e-06,-3.089975351588947e-06,-4.883931977728295e-06,-5.082209530105075e-06,-2.9080058848718338e-06,-2.336651571344106e-06]"
P4-P6:progress,20262403,12,-0.2774080206530683,"[-0.9500935753895652,-0.9999963597100502,-3.141529245187513e-06,-3.226452097160326e-06,-0.6401097090482376,-0.7386678304976868,-2.6045761059023675e-06,-4.858772179039406e-06,-1.9964379801562515e-06,-5.952527453390033e-06,-2.30758494457195e-06,-4.685311275065551e-06]"
P4-P6:progress,20262404,12,-0.3608989552429693,"[-0.9410200708878795,-0.9999968276956,-2.2251512581394906e-06,-0.9498988649746793,-0.7341432737983001,-0.7057106568594771,-1.420656175143975e-06,-5.905317389531817e-07,-4.705025058893142e-06,-2.4842671941804895e-06,-3.441551405858334e-06,-2.9015168653279133e-06]"
P4-P6:progress,20262405,12,-0.2265994869337301,"[-0.9474865333865646,-0.9999982499849054,-1.7318531512211521e-06,-1.361366346652737e-06,-3.1836435181453737e-06,-0.7716849058136295,-1.4265606447239065e-06,-1.136550567326644e-06,-3.764334941980252e-06,-3.650296552804022e-06,-4.87055781694945e-06,-3.0288561213565046e-06]"
